Gene ID,Gene symbol,Description,Scientific name,Common name,RefSeq Transcript accessions,RefSeq Protein accessions,SPARCLE ID,Curation Status,RefseqSelect,Default sequence
101103622,ACE2,angiotensin I converting enzyme 2,Ovis aries,sheep,XM_012106267.3,XP_011961657.1,11117526,model,,default-seq
101142534,ACE2,angiotensin I converting enzyme 2,Gorilla gorilla,western gorilla,XM_019019204.1,XP_018874749.1,11117526,model,,default-seq
101283738,ACE2,angiotensin I converting enzyme 2,Orcinus orca,killer whale,XM_004269657.1,XP_004269705.1,11117526,model,,default-seq
101326506,ACE2,angiotensin I converting enzyme 2,Tursiops truncatus,common bottlenose dolphin,XM_019925618.1,XP_019781177.1,11117526,model,,default-seq
101343545,LOC101343545,angiotensin I converting enzyme 2,Trichechus manatus latirostris,Florida manatee,XM_004386324.2,XP_004386381.1,11117526,model,,default-seq
101373514,ACE2,angiotensin I converting enzyme 2,Odobenus rosmarus divergens,Pacific walrus,XM_004415391.1,XP_004415448.1,11117526,model,,default-seq
101395957,LOC101395957,angiotensin I converting enzyme 2,Ceratotherium simum simum,southern white rhinoceros,XM_004435149.2,XP_004435206.1,11117526,model,,default-seq
101429092,ACE2,angiotensin I converting enzyme 2,Dasypus novemcinctus,nine-banded armadillo,XM_004449067.3,XP_004449124.1,11117526,model,,default-seq
101526767,ACE2,angiotensin I converting enzyme 2,Ochotona princeps,American pika,XM_004597492.2,XP_004597549.2,11117526,model,,default-seq
101538370,ACE2,angiotensin I converting enzyme 2,Sorex araneus,European shrew,XM_004612209.1,XP_004612266.1,11117526,model,,default-seq
101586254,Ace2,angiotensin I converting enzyme 2,Octodon degus,degu,XM_023719547.1,XP_023575315.1,11117526,model,,default-seq
101597469,Ace2,angiotensin I converting enzyme 2,Jaculus jaculus,lesser Egyptian jerboa,XM_004671466.2,XP_004671523.1,11117526,model,,default-seq
101621202,ACE2,angiotensin I converting enzyme 2,Condylura cristata,star-nosed mole,XM_012730417.1,XP_012585871.1,11117526,model,,default-seq
101656395,ACE2,angiotensin I converting enzyme 2,Echinops telfairi,small Madagascar hedgehog,XM_004709945.1,XP_004710002.1,11117526,model,,default-seq
101673097,ACE2,angiotensin I converting enzyme 2,Mustela putorius furo,domestic ferret,NM_001310190.1,NP_001297119.1,11117526,curated,,default-seq
101697829,Ace2,angiotensin I converting enzyme 2,Heterocephalus glaber,naked mole-rat,XM_004866100.3,XP_004866157.1,11117526,model,,default-seq
101823817,Ace2,angiotensin I converting enzyme 2,Mesocricetus auratus,golden hamster,XM_005074209.2,XP_005074266.1,11117526,model,,default-seq
101962991,Ace2,angiotensin I converting enzyme 2,Ictidomys tridecemlineatus,thirteen-lined ground squirrel,XM_005315994.3,XP_005316051.3,11117526,model,,default-seq
101993255,Ace2,angiotensin I converting enzyme 2,Microtus ochrogaster,prairie vole,XM_005358761.3,XP_005358818.1,11117526,model,,default-seq
102015756,Ace2,angiotensin I converting enzyme 2,Chinchilla lanigera,long-tailed chinchilla,XM_013506974.1,XP_013362428.1,11117526,model,,default-seq
102130864,ACE2,angiotensin I converting enzyme 2,Macaca fascicularis,crab-eating macaque,XM_005593037.2,XP_005593094.1,11117526,model,,default-seq
102184608,ACE2,angiotensin I converting enzyme 2,Capra hircus,goat,NM_001290107.1,NP_001277036.1,11117526,curated,,default-seq
102259026,ACE2,angiotensin I converting enzyme 2,Myotis brandtii,Brandt's bat,XM_014544294.1,XP_014399780.1,11117526,model,,default-seq
102274886,ACE2,angiotensin I converting enzyme 2,Bos mutus,wild yak,XM_005903111.1,XP_005903173.1,11117526,model,,default-seq
102409199,ACE2,angiotensin I converting enzyme 2,Bubalus bubalis,water buffalo,XM_006041540.2,XP_006041602.1,11117526,model,,default-seq
102419076,ACE2,angiotensin I converting enzyme 2,Myotis lucifugus,little brown bat,XM_023753669.1,XP_023609437.1,11117526,model,,default-seq
102484728,ACE2,angiotensin I converting enzyme 2,Tupaia chinensis,Chinese tree shrew,XM_006164692.3,XP_006164754.1,11117526,model,,default-seq
102523304,ACE2,angiotensin I converting enzyme 2,Camelus ferus,Wild Bactrian camel,XM_006194201.2,XP_006194263.1,11117526,model,,default-seq
102526063,ACE2,angiotensin I converting enzyme 2,Vicugna pacos,alpaca,XM_006212647.3,XP_006212709.1,11117526,model,,default-seq
102739989,ACE2,angiotensin I converting enzyme 2,Leptonychotes weddellii,Weddell seal,XM_031030890.1,XP_030886750.1,,model,,default-seq
102763166,ACE2,angiotensin I converting enzyme 2,Myotis davidii,,XM_006775210.2,XP_006775273.1,11117526,model,,default-seq
102837906,ACE2,angiotensin I converting enzyme 2,Chrysochloris asiatica,Cape golden mole,XM_006835610.1,XP_006835673.1,11117526,model,,default-seq
102871104,ACE2,angiotensin I converting enzyme 2,Elephantulus edwardii,Cape elephant shrew,XM_006892395.1,XP_006892457.1,11117526,model,,default-seq
102888407,ACE2,angiotensin I converting enzyme 2,Pteropus alecto,black flying fox,XM_006911647.1,XP_006911709.1,11117526,model,,default-seq
102919340,Ace2,angiotensin I converting enzyme 2,Peromyscus maniculatus bairdii,prairie deer mouse,XM_006973207.2,XP_006973269.1,11117526,model,,default-seq
102965716,ACE2,angiotensin I converting enzyme 2,Panthera tigris altaica,Amur tiger,XM_007090080.2,XP_007090142.1,11117526,model,,default-seq
102996907,ACE2,angiotensin I converting enzyme 2,Physeter catodon,sperm whale,XM_024115511.2,XP_023971279.1,11117526,model,,default-seq
103009000,ACE2,angiotensin I converting enzyme 2,Balaenoptera acutorostrata scammoni,,XM_028164550.1,XP_028020351.1,11117526,model,,default-seq
103086585,ACE2,angiotensin I converting enzyme 2,Lipotes vexillifer,Yangtze River dolphin,XM_007466327.1,XP_007466389.1,11117526,model,,default-seq
103127724,ACE2,angiotensin I converting enzyme 2,Erinaceus europaeus,western European hedgehog,XM_007538608.2,XP_007538670.1,11117526,model,,default-seq
103207264,ACE2,angiotensin I converting enzyme 2,Orycteropus afer afer,,XM_007952837.1,XP_007951028.1,11117526,model,,default-seq
103231639,ACE2,angiotensin I converting enzyme 2,Chlorocebus sabaeus,green monkey,XM_007991113.1,XP_007989304.1,11117526,model,,default-seq
103267011,ACE2,angiotensin I converting enzyme 2,Carlito syrichta,Philippine tarsier,XM_008064619.1,XP_008062810.1,11117526,model,,default-seq
103298184,ACE2,angiotensin I converting enzyme 2,Eptesicus fuscus,big brown bat,XM_008154928.2,XP_008153150.1,11117526,model,,default-seq
103568003,ACE2,angiotensin I converting enzyme 2,Equus przewalskii,Przewalski's horse,XM_008544773.1,XP_008542995.1,11117526,model,,default-seq
103668146,ACE2,angiotensin I converting enzyme 2,Ursus maritimus,polar bear,XM_008696415.1,XP_008694637.1,11117526,model,,default-seq
103740288,Ace2,angiotensin I converting enzyme 2,Nannospalax galili,Upper Galilee mountains blind mole rat,XM_008840876.2,XP_008839098.1,11117526,model,,default-seq
104664530,ACE2,angiotensin I converting enzyme 2,Rhinopithecus roxellana,golden snub-nosed monkey,XM_010366065.2,XP_010364367.2,,model,,default-seq
104876936,Ace2,angiotensin I converting enzyme 2,Fukomys damarensis,Damara mole-rat,XM_010645175.2,XP_010643477.1,11117526,model,,default-seq
104984774,ACE2,angiotensin I converting enzyme 2,Bison bison bison,,XM_010834699.1,XP_010833001.1,,model,,default-seq
105079297,ACE2,angiotensin I converting enzyme 2,Camelus bactrianus,Bactrian camel,XM_010968001.1,XP_010966303.1,11117526,model,,default-seq
105100402,ACE2,angiotensin I converting enzyme 2,Camelus dromedarius,Arabian camel,XM_010993415.2,XP_010991717.1,11117526,model,,default-seq
105294000,ACE2,angiotensin I converting enzyme 2,Pteropus vampyrus,large flying fox,XM_011362973.2,XP_011361275.1,11117526,model,,default-seq
105478157,ACE2,angiotensin I converting enzyme 2,Macaca nemestrina,pig-tailed macaque,XM_011735203.2,XP_011733505.1,11117526,model,,default-seq
105550583,ACE2,angiotensin I converting enzyme 2,Mandrillus leucophaeus,drill,XM_011995533.1,XP_011850923.1,11117526,model,,default-seq
105574684,ACE2,angiotensin I converting enzyme 2,Cercocebus atys,sooty mangabey,XM_012035808.1,XP_011891198.1,11117526,model,,default-seq
105705080,ACE2,angiotensin I converting enzyme 2,Aotus nancymaae,Ma's night monkey,XM_012434682.2,XP_012290105.1,11117526,model,,default-seq
105805773,ACE2,angiotensin I converting enzyme 2,Propithecus coquereli,Coquerel's sifaka,XM_012638731.1,XP_012494185.1,11117526,model,,default-seq
105882317,ACE2,angiotensin I converting enzyme 2,Microcebus murinus,gray mouse lemur,XM_020285237.1,XP_020140826.1,11117526,model,,default-seq
105997641,Ace2,angiotensin I converting enzyme 2,Dipodomys ordii,Ord's kangaroo rat,XM_013032118.1,XP_012887572.1,11117526,model,,default-seq
106841569,ACE2,angiotensin I converting enzyme 2,Equus asinus,ass,XM_014857647.1,XP_014713133.1,11117526,model,,default-seq
106974224,ACE2,angiotensin I converting enzyme 2,Acinonyx jubatus,cheetah,XM_027054496.1,XP_026910297.1,11117526,model,,default-seq
107144246,Ace2,angiotensin I converting enzyme 2,Marmota marmota marmota,Alpine marmot,XM_015488054.1,XP_015343540.1,11117526,model,,default-seq
107497263,ACE2,angiotensin I converting enzyme 2,Rousettus aegyptiacus,Egyptian rousette,XM_016118926.1,XP_015974412.1,11117526,model,,default-seq
107529512,ACE2,angiotensin I converting enzyme 2,Miniopterus natalensis,,XM_016202967.1,XP_016058453.1,11117526,model,,default-seq
108291904,ACE2,angiotensin I converting enzyme 2,Cebus capucinus imitator,,XM_017512376.1,XP_017367865.1,11117526,model,,default-seq
108390919,ACE2,angiotensin I converting enzyme 2,Manis javanica,Malayan pangolin,XM_017650257.1,XP_017505746.1,11117526,model,,default-seq
108539696,ACE2,angiotensin I converting enzyme 2,Rhinopithecus bieti,black snub-nosed monkey,XM_017888580.1,XP_017744069.1,11117526,model,,default-seq
109248320,ACE2,angiotensin I converting enzyme 2,Panthera pardus,leopard,XM_019417963.1,XP_019273508.1,11117526,model,,default-seq
109395939,ACE2,angiotensin I converting enzyme 2,Hipposideros armiger,great roundleaf bat,XM_019667391.1,XP_019522936.1,11117526,model,,default-seq
109555348,ACE2,angiotensin I converting enzyme 2,Bos indicus,zebu cattle,XM_019956160.1,XP_019811719.1,11117526,model,,default-seq
110150353,ACE2,angiotensin I converting enzyme 2,Odocoileus virginianus texanus,,XM_020913306.1,XP_020768965.1,11117522,model,,default-seq
110222490,ACE2,angiotensin I converting enzyme 2,Phascolarctos cinereus,koala,XM_021007494.1,XP_020863153.1,11117526,model,,default-seq
110286854,Ace2,angiotensin I converting enzyme 2,Mus caroli,Ryukyu mouse,XM_021153479.2,XP_021009138.1,11117526,model,,default-seq
110313851,Ace2,angiotensin I converting enzyme 2,Mus pahari,shrew mouse,XM_021188276.2,XP_021043935.1,11117526,model,,default-seq
110572485,ACE2,angiotensin I converting enzyme 2,Neomonachus schauinslandi,Hawaiian monk seal,XM_021680805.1,XP_021536480.1,11117526,model,,default-seq
111157129,LOC111157129,angiotensin I converting enzyme 2,Enhydra lutris kenyoni,,XM_022518370.1,XP_022374078.1,11117526,model,,default-seq
111168887,ACE2,angiotensin I converting enzyme 2,Delphinapterus leucas,beluga whale,XM_022562652.2,XP_022418360.1,11117526,model,,default-seq
111531712,ACE2,angiotensin I converting enzyme 2,Piliocolobus tephrosceles,Ugandan red Colobus,XM_023199053.2,XP_023054821.1,11117526,model,,default-seq
112313373,ACE2,angiotensin I converting enzyme 2,Desmodus rotundus,common vampire bat,XM_024569930.1,XP_024425698.1,11117526,model,,default-seq
112399149,ACE2,angiotensin I converting enzyme 2,Neophocaena asiaeorientalis asiaeorientalis,Yangtze finless porpoise,XM_024744126.1,XP_024599894.1,11117526,model,,default-seq
112615413,ACE2,angiotensin I converting enzyme 2,Theropithecus gelada,gelada,XM_025372062.1,XP_025227847.1,11117526,model,,default-seq
112653200,ACE2,angiotensin I converting enzyme 2,Canis lupus dingo,dingo,XM_025437140.1,XP_025292925.1,11117526,model,,default-seq
112812691,ACE2,angiotensin I converting enzyme 2,Callorhinus ursinus,northern fur seal,XM_025857612.1,XP_025713397.1,11117526,model,,default-seq
112871621,ACE2,angiotensin I converting enzyme 2,Puma concolor,puma,XM_025934632.1,XP_025790417.1,11117526,model,,default-seq
112910549,ACE2,angiotensin I converting enzyme 2,Vulpes vulpes,red fox,XM_025986727.1,XP_025842512.1,11117526,model,,default-seq
113188420,Ace2,angiotensin I converting enzyme 2,Urocitellus parryii,Arctic ground squirrel,XM_026396720.1,XP_026252505.1,11117526,model,,default-seq
113240702,ACE2,angiotensin I converting enzyme 2,Ursus arctos horribilis,,XM_026478080.1,XP_026333865.1,11117526,model,,default-seq
113614359,ACE2,angiotensin I converting enzyme 2,Lagenorhynchus obliquidens,Pacific white-sided dolphin,XM_027095797.1,XP_026951598.1,11117526,model,,default-seq
113887087,ACE2,angiotensin I converting enzyme 2,Bos indicus x Bos taurus,hybrid cattle,XM_027533926.1,XP_027389727.1,11117526,model,,default-seq
113931501,ACE2,angiotensin I converting enzyme 2,Zalophus californianus,California sea lion,XM_027609552.1,XP_027465353.1,11117526,model,,default-seq
114022922,ACE2,angiotensin I converting enzyme 2,Vombatus ursinus,common wombat,XM_027835355.1,XP_027691156.1,11117526,model,,default-seq
114101496,Ace2,angiotensin I converting enzyme 2,Marmota flaviventris,yellow-bellied marmot,XM_027946507.1,XP_027802308.1,11117526,model,,default-seq
114218071,ACE2,angiotensin I converting enzyme 2,Eumetopias jubatus,Steller sea lion,XM_028115021.1,XP_027970822.1,11117526,model,,default-seq
114504693,ACE2,angiotensin I converting enzyme 2,Phyllostomus discolor,pale spear-nosed bat,XM_028522516.1,XP_028378317.1,11117526,model,,default-seq
114616697,Ace2,angiotensin I converting enzyme 2,Grammomys surdaster,,XM_028762128.1,XP_028617961.1,11117526,model,,default-seq
114705723,Ace2,angiotensin I converting enzyme 2,Peromyscus leucopus,white-footed mouse,XM_028887776.1,XP_028743609.1,11117526,model,,default-seq
114905638,ACE2,angiotensin I converting enzyme 2,Monodon monoceros,narwhal,XM_029239971.1,XP_029095804.1,11117526,model,,default-seq
115283909,ACE2,angiotensin I converting enzyme 2,Suricata suricatta,meerkat,XM_029930396.1,XP_029786256.1,,model,,default-seq
115506976,ACE2,angiotensin I converting enzyme 2,Lynx canadensis,Canada lynx,XM_030304979.1,XP_030160839.1,,model,,default-seq
115847896,ACE2,angiotensin I converting enzyme 2,Globicephala melas,long-finned pilot whale,XM_030848131.1,XP_030703991.1,,model,,default-seq
116090418,Ace2,angiotensin I converting enzyme 2,Mastomys coucha,southern multimammate mouse,XM_031370882.1,XP_031226742.1,,model,,default-seq
116556688,ACE2,angiotensin I converting enzyme 2,Sapajus apella,Tufted capuchin,XM_032285963.1,XP_032141854.1,,model,,default-seq
116583680,ACE2,angiotensin I converting enzyme 2,Mustela erminea,ermine,XM_032331786.1,XP_032187677.1,,model,,default-seq
116622877,ACE2,angiotensin I converting enzyme 2,Phoca vitulina,harbor seal,XM_032389615.1,XP_032245506.1,,model,,default-seq
